,T,sigma,K,r,model,Model Price,Binomial Price,Lower,Upper,Absolute Error,Relative Error
202,0.5,0.4,100,0.05,xgboost,402.3158989891345,12.34551377521058,195.03878882717558,609.5930091510934,389.9703852139239,3158.8023983009334
203,0.5,0.4,100,0.05,mlp,158.0737827441269,12.34551377521058,47.96792097555294,268.17964451270086,145.72826896891632,1180.414777565064
204,0.5,0.4,110,0.01,poly,274.1444512362881,7.5894160484434865,69.1666362168888,479.12226625568735,266.5550351878446,3512.194264834281
205,0.5,0.4,110,0.01,random forest,314.6854640900481,7.5894160484434865,146.85087338037832,482.52005479971785,307.0960480416046,4046.372554639259
206,0.5,0.4,110,0.01,xgboost,394.1258194900805,7.5894160484434865,186.98500830582012,601.266630674341,386.53640344163705,5093.098085206592
207,0.5,0.4,110,0.01,mlp,156.59490366938365,7.5894160484434865,46.15809602959634,267.031711309171,149.00548762094016,1963.3327079426579
208,0.5,0.4,110,0.03,poly,274.1851326149968,7.943350398713513,69.21036582902957,479.15989940096404,266.2417822162833,3351.7567380560627
209,0.5,0.4,110,0.03,random forest,314.75457697402953,7.943350398713513,146.9235742127964,482.5855797352626,306.811226575316,3862.4914069635715
210,0.5,0.4,110,0.03,xgboost,394.2036625808282,7.943350398713513,187.06513966597439,601.3421854956821,386.2603121821147,4862.6875662525545
211,0.5,0.4,110,0.03,mlp,156.63154360031666,7.943350398713513,46.20907544401193,267.0540117566214,148.68819320160316,1871.8574120271007
212,0.5,0.4,110,0.05,poly,274.22549033501815,8.307398057873145,69.25391649598515,479.19706417405115,265.918092277145,3200.979300915131
213,0.5,0.4,110,0.05,random forest,315.16198965133367,8.307398057873145,147.3488955809387,482.97508372172865,306.8545915934605,3693.750912810132
214,0.5,0.4,110,0.05,xgboost,394.2809821869573,8.307398057873145,187.14489149154087,601.4170728823738,385.97358412908414,4646.142889027528
215,0.5,0.4,110,0.05,mlp,156.66790150816067,8.307398057873145,46.2598084443114,267.0759945720099,148.36050345028752,1785.8841290225919
216,1.0,0.15,90,0.01,poly,35.792892343178046,12.650616678134458,0.8438074692108941,70.7419772171452,23.142275665043588,182.93397273702152
217,1.0,0.15,90,0.01,random forest,144.9295598668269,12.650616678134458,90.89499685765746,198.96412287599634,132.27894318869244,1045.6323715611873
218,1.0,0.15,90,0.01,xgboost,167.82134705068555,12.650616678134458,109.82089713836918,225.82179696300193,155.17073037255108,1226.5862947278358
219,1.0,0.15,90,0.01,mlp,72.22721868398438,12.650616678134458,21.88945793970688,122.56497942826186,59.57660200584992,470.93832278408325
220,1.0,0.15,90,0.03,poly,35.916165368361995,14.01019446561302,0.9495561877329877,70.882774548991,21.905970902748976,156.3573650352645
221,1.0,0.15,90,0.03,random forest,145.64081102755216,14.01019446561302,91.57495407092946,199.70666798417486,131.63061656193915,939.5345431144208
222,1.0,0.15,90,0.03,xgboost,168.3204719738752,14.01019446561302,110.274204239831,226.36673970791938,154.31027750826217,1101.4142443704495
223,1.0,0.15,90,0.03,mlp,72.50051650146013,14.01019446561302,22.114596068604705,122.88643693431555,58.49032203584711,417.4840126552651
224,1.0,0.15,90,0.05,poly,36.038558171596144,15.407007982855097,1.0551134174051313,71.02200292578715,20.631550188741045,133.91016744912324
225,1.0,0.15,90,0.05,random forest,147.25867633774502,15.407007982855097,93.14391897528334,201.3734337002067,131.8516683548899,855.7902254715148
226,1.0,0.15,90,0.05,xgboost,168.78461397963744,15.407007982855097,110.69124650808288,226.877981451192,153.37760599678234,995.5054619784761
227,1.0,0.15,90,0.05,mlp,72.76806225535773,15.407007982855097,22.335055004027907,123.20106950668756,57.361054272502635,372.3049558767929
228,1.0,0.15,100,0.01,poly,57.98367130565478,6.439679807634187,10.76078444200801,105.20655816930156,51.543991498020596,800.4123347393083
229,1.0,0.15,100,0.01,random forest,134.63898972388085,6.439679807634187,83.86321787789225,185.41476156986946,128.19930991624668,1990.7714940153926
230,1.0,0.15,100,0.01,xgboost,158.37798916187117,6.439679807634187,100.43095264928016,216.32502567446218,151.938309354237,2359.4078260555034
231,1.0,0.15,100,0.01,mlp,68.88996173851864,6.439679807634187,19.725185735172182,118.0547377418651,62.45028193088445,969.7730911535409
232,1.0,0.15,100,0.03,poly,45.93735937172178,7.454094284918045,6.199912423587044,85.67480631985651,38.48326508680374,516.2701679889852
233,1.0,0.15,100,0.03,random forest,137.45442823521861,7.454094284918045,83.10581177170029,191.80304469873693,130.00033395030056,1744.012471284831
234,1.0,0.15,100,0.03,xgboost,158.92782123445738,7.454094284918045,100.92671033440976,216.928932134505,151.47372694953933,2032.0876173516865
235,1.0,0.15,100,0.03,mlp,69.19477254520318,7.454094284918045,19.975802734966443,118.41374235543992,61.74067826028514,828.2787405199015
236,1.0,0.15,100,0.05,poly,43.38794622275461,8.547732966066718,3.688104666588437,83.08778777892078,34.84021325668789,407.5959484812941
237,1.0,0.15,100,0.05,random forest,136.60919705016434,8.547732966066718,82.24313780772304,190.97525629260565,128.06146408409762,1498.192147467444
238,1.0,0.15,100,0.05,xgboost,159.469804930355,8.547732966066718,101.41608091707505,217.52352894363494,150.92207196428828,1765.6385916994295
239,1.0,0.15,100,0.05,mlp,68.92200360255589,8.547732966066718,20.005962376028478,117.8380448290833,60.37427063648917,706.3191009378326
240,1.0,0.15,110,0.01,poly,58.028796010112245,2.7516709543961713,10.997689873757608,105.05990214646688,55.27712505571608,2008.8566537144748
241,1.0,0.15,110,0.01,random forest,124.99733676389056,2.7516709543961713,74.99854230952383,174.9961312182573,122.24566580949438,4442.597528392346
242,1.0,0.15,110,0.01,xgboost,149.74943804892217,2.7516709543961713,91.93681530720335,207.562060790641,146.997767094526,5342.127366634333
243,1.0,0.15,110,0.01,mlp,67.6265487632351,2.7516709543961713,18.67566470552893,116.57743282094128,64.87487780883893,2357.6539086256817
244,1.0,0.15,110,0.03,poly,60.91605051166116,3.350458182811734,13.642716185731587,108.18938483759074,57.56559232884943,1718.1408985842013
245,1.0,0.15,110,0.03,random forest,127.4036332477397,3.350458182811734,77.29371402718519,177.51355246829422,124.05317506492797,3702.573448053646
246,1.0,0.15,110,0.03,xgboost,150.35262740744557,3.350458182811734,92.47824081684215,208.227013998049,147.00216922463383,4387.524368421406
247,1.0,0.15,110,0.03,mlp,67.93145078846798,3.350458182811734,18.91229410673715,116.95060747019882,64.58099260565625,1927.527194249573
248,1.0,0.15,110,0.05,poly,61.11435861318413,4.033692705619055,13.805255844380362,108.42346138198789,57.08066590756508,1415.0970357273372
249,1.0,0.15,110,0.05,random forest,128.31194281861445,4.033692705619055,78.10147392152881,178.52241171570012,124.2782501129954,3081.004409182486
250,1.0,0.15,110,0.05,xgboost,150.94725024613882,4.033692705619055,93.01266454725192,208.88183594502573,146.91355754051978,3642.1603791450148
251,1.0,0.15,110,0.05,mlp,68.2300777112368,4.033692705619055,19.14405057719174,117.31610484528187,64.19638500561774,1591.5041053124908
252,1.0,0.25,90,0.01,poly,139.22901177590805,15.801550017052818,29.683092050131762,248.77493150168434,123.42746175885523,781.1098381212854
253,1.0,0.25,90,0.01,random forest,252.95424742491508,15.801550017052818,142.05278613177575,363.8557087180544,237.15269740786226,1500.8192054066233
254,1.0,0.25,90,0.01,xgboost,293.1300460780912,15.801550017052818,168.17989819649682,418.0801939596856,277.3284960610384,1755.071469328953
255,1.0,0.25,90,0.01,mlp,123.02462058151167,15.801550017052818,31.03837191820641,215.01086924481694,107.22307056445885,678.5604605165009
256,1.0,0.25,90,0.03,poly,140.1351726057095,16.932126609103065,30.53434196505313,249.73600324636587,123.20304599660643,727.628896481142
257,1.0,0.25,90,0.03,random forest,253.54805604085274,16.932126609103065,142.62901224206814,364.46709983963734,236.6159294317497,1397.437751880145
258,1.0,0.25,90,0.03,xgboost,293.4372946580311,16.932126609103065,168.45954492873494,418.4150443873272,276.505168048928,1633.0209100862323
259,1.0,0.25,90,0.03,mlp,123.11276368339128,16.932126609103065,31.123998648428397,215.10152871835416,106.18063707428821,627.0956952164726
260,1.0,0.25,90,0.05,poly,140.42567798165615,18.09000729792319,30.81461434164237,250.03674162166993,122.33567068373296,676.261035548491
261,1.0,0.25,90,0.05,random forest,252.4329727269691,18.09000729792319,141.84412325407536,363.02182219986287,234.3429654290459,1295.4276997773763
262,1.0,0.25,90,0.05,xgboost,293.7102797238972,18.09000729792319,168.70341798435234,418.7171414634421,275.620272425974,1523.6050925066038
263,1.0,0.25,90,0.05,mlp,123.19879383692518,18.09000729792319,31.20802714045213,215.1895605333982,105.10878653900198,581.0323058911587
264,1.0,0.25,100,0.01,poly,134.22419026274804,10.37419024723616,24.82689573927847,243.6214847862176,123.85000001551188,1193.828116353538
265,1.0,0.25,100,0.01,random forest,238.36897232973217,10.37419024723616,124.32015844560495,352.4177862138594,227.99478208249602,2197.7115962688003
266,1.0,0.25,100,0.01,xgboost,284.0276395508615,10.37419024723616,159.1529938588338,408.9022852428892,273.65344930362534,2637.8294862727307
267,1.0,0.25,100,0.01,mlp,121.85359798107042,10.37419024723616,30.322022697093132,213.3851732650477,111.47940773383426,1074.5841851467303
268,1.0,0.25,100,0.03,poly,134.39071728176253,11.309335833005987,24.9662541557514,243.81518040777365,123.08138144875655,1088.3166197041112
269,1.0,0.25,100,0.03,random forest,238.6940261479587,11.309335833005987,124.60336230237839,352.784689993539,227.38469031495273,2010.5927852220707
270,1.0,0.25,100,0.03,xgboost,284.37115187412326,11.309335833005987,159.46267310751742,409.2796306407291,273.06181604111725,2414.481452077794
271,1.0,0.25,100,0.03,mlp,121.93528206966761,11.309335833005987,30.396331463072315,213.4742326762629,110.62594623666162,978.1825199124676
272,1.0,0.25,100,0.05,poly,134.2671099322406,12.286103791997677,24.803763891277313,243.7304559732039,121.98100614024293,992.8371777201896
273,1.0,0.25,100,0.05,random forest,238.7797011441871,12.286103791997677,124.63709874894877,352.92230353942546,226.49359735218943,1843.4940904512932
274,1.0,0.25,100,0.05,xgboost,284.7098713749559,12.286103791997677,159.76884064782723,409.6509021020846,272.42376758295825,2217.3324610882446
275,1.0,0.25,100,0.05,mlp,122.03338668786154,12.286103791997677,30.48858116742504,213.57819220829805,109.74728289586386,893.2635174980835
276,1.0,0.25,110,0.01,poly,122.80955839323003,6.5020983466975215,15.291883896138316,230.32723289032174,116.30746004653251,1788.7680844693189
277,1.0,0.25,110,0.01,random forest,242.07003331516975,6.5020983466975215,126.135187071512,358.0048795588275,235.56793496847223,3622.952505603356
278,1.0,0.25,110,0.01,xgboost,275.61873878653,6.5020983466975215,150.87748002889094,400.35999754416906,269.1166404398325,4138.919870021951
279,1.0,0.25,110,0.01,mlp,123.19164465331043,6.5020983466975215,31.58758689961553,214.79570240700534,116.68954630661291,1794.6444376049872
280,1.0,0.25,110,0.03,poly,122.03439082039195,7.215562137379112,14.463615969715406,229.6051656710685,114.81882868301284,1591.266577668447
281,1.0,0.25,110,0.03,random forest,241.8494542984263,7.215562137379112,126.03958934007433,357.6593192567783,234.63389216104719,3251.7756440009343
282,1.0,0.25,110,0.03,xgboost,275.9879138967929,7.215562137379112,151.2057528766527,400.77007491693314,268.7723517594138,3724.8983051102828
283,1.0,0.25,110,0.03,mlp,126.82618642779384,7.215562137379112,35.718568854656,217.93380400093167,119.61062429041473,1657.6757571082403
284,1.0,0.25,110,0.05,poly,125.41549636024308,7.9761915062206565,17.79118818462004,233.03980453586612,117.43930485402242,1472.3731841497429
285,1.0,0.25,110,0.05,random forest,240.0387279378734,7.9761915062206565,125.69112238188988,354.3863334938569,232.06253643165275,2909.440379542874
286,1.0,0.25,110,0.05,xgboost,276.35194536852595,7.9761915062206565,151.530252757889,401.1736379791629,268.3757538623053,3364.7105094329577
287,1.0,0.25,110,0.05,mlp,126.89931996202218,7.9761915062206565,35.77918917746068,218.0194507465837,118.92312845580152,1490.97634332191
288,1.0,0.4,90,0.01,poly,268.46824736525866,20.97668496573434,62.91357545283114,474.0229192776862,247.49156239952433,1179.8411560444595
289,1.0,0.4,90,0.01,random forest,343.5682552154231,20.97668496573434,167.07314168081666,520.0633687500296,322.59157024968874,1537.8577252632904
290,1.0,0.4,90,0.01,xgboost,410.62052126963704,20.97668496573434,203.21870927491543,618.0223332643586,389.6438363039027,1857.5091199605201
291,1.0,0.4,90,0.01,mlp,157.0438049453882,20.97668496573434,46.80780100982871,267.27980888094766,136.06711997965385,648.6588333758223
292,1.0,0.4,90,0.03,poly,268.5301653835276,21.930538005986183,62.98732390597365,474.0730068610816,246.59962737754142,1124.4577187765722
293,1.0,0.4,90,0.03,random forest,343.7059096827724,21.930538005986183,167.22234309710782,520.189476268437,321.7753716767862,1467.2479607611726
294,1.0,0.4,90,0.03,xgboost,410.74302631824224,21.930538005986183,203.35235232286132,618.1337003136232,388.81248831225605,1772.9272679317096
295,1.0,0.4,90,0.03,mlp,157.10286595820213,21.930538005986183,46.902465283767356,267.3032666326369,135.17232795221594,616.3657631897546
296,1.0,0.4,90,0.05,poly,268.5909543825728,22.899156867157657,63.060481577203916,474.1214271879417,245.69179751541515,1072.9294486286974
297,1.0,0.4,90,0.05,random forest,343.7080747776488,22.899156867157657,167.2280960749639,520.1880534803337,320.8089179104911,1400.9638860136395
298,1.0,0.4,90,0.05,xgboost,410.8637064279675,22.899156867157657,203.48470478301118,618.2427080729237,387.9645495608098,1694.2307169275516
299,1.0,0.4,90,0.05,mlp,157.16104852766216,22.899156867157657,46.99635811381282,267.32573894151153,134.2618916605045,586.3180572078838
300,1.0,0.4,100,0.01,poly,267.35813925256434,16.23179427216629,62.232252267298605,472.4840262378301,251.12634498039804,1547.1262188864769
301,1.0,0.4,100,0.01,random forest,329.471695324217,16.23179427216629,153.428557204489,505.514833443945,313.23990105205075,1929.7922078102204
302,1.0,0.4,100,0.01,xgboost,402.21157087320097,16.23179427216629,194.92850673601356,609.4946350103884,385.9797766010347,2377.9242770646697
303,1.0,0.4,100,0.01,mlp,158.0206563221346,16.23179427216629,47.88985962044096,268.15145302382825,141.78886204996832,873.5254998463284
304,1.0,0.4,100,0.03,poly,267.4338592849476,17.086528240496506,62.31722966532371,472.55048890457147,250.34733104445107,1465.1737762098849
305,1.0,0.4,100,0.03,random forest,329.60493716906166,17.086528240496506,153.56931448079197,505.64055985733137,312.5184089285651,1829.033988237998
306,1.0,0.4,100,0.03,xgboost,402.35043063225874,17.086528240496506,195.07537459980364,609.6254866647139,385.26390239176226,2254.7816441648715
307,1.0,0.4,100,0.03,mlp,158.09136950600478,17.086528240496506,47.99383347624436,268.18890553576523,141.00484126550828,825.2398572772377
308,1.0,0.4,100,0.05,poly,267.5083566012334,17.961694299693647,62.401541818177975,472.61517138428883,249.54666230153975,1389.3269651393412
309,1.0,0.4,100,0.05,random forest,329.7364260006253,17.961694299693647,153.70877205054765,505.7640799507029,311.7747317009316,1735.7757375163058
310,1.0,0.4,100,0.05,xgboost,402.48734175529427,17.961694299693647,195.22084902467074,609.7538344859178,384.5256474556006,2140.8094416914723
311,1.0,0.4,100,0.05,mlp,158.16111060174077,17.961694299693647,48.09694800228374,268.2252732011978,140.19941630204713,780.5467232812127
312,1.0,0.4,110,0.01,poly,274.16483247441397,12.418533973246053,69.18852346863508,479.14114148019286,261.7462985011679,2107.706908601794
313,1.0,0.4,110,0.01,random forest,314.72007691431963,12.418533973246053,146.88726707789402,482.55288675074524,302.3015429410736,2434.277214946135
314,1.0,0.4,110,0.01,xgboost,394.1648066067112,12.418533973246053,187.0251215524458,601.3044916609765,381.74627263346514,3074.0043346169737
315,1.0,0.4,110,0.01,mlp,156.61325899097162,12.418533973246053,46.18361664269884,267.0429013392444,144.19472501772557,1161.1251805436325
316,1.0,0.4,110,0.03,poly,274.24554827835925,13.162560864214386,69.27562511073825,479.21547144598026,261.08298741414484,1983.5272946312618
317,1.0,0.4,110,0.03,random forest,315.1963474828595,13.162560864214386,147.38512456653783,483.0075703991812,302.0337866186451,2294.6430389529833
318,1.0,0.4,110,0.03,xgboost,394.313915934098,13.162560864214386,187.17869293666195,601.4491389315341,381.1513550698836,2895.7234006502185
319,1.0,0.4,110,0.03,mlp,155.27976741698495,13.162560864214386,44.95808180392967,265.60145303004026,142.11720655277057,1079.7078776604228
320,1.0,0.4,110,0.05,poly,274.32497815210724,13.930606788151923,69.36201833837785,479.2879379658366,260.3943713639553,1869.2249040108038
321,1.0,0.4,110,0.05,random forest,316.84787836650855,13.930606788151923,149.1043768475606,484.5913798854565,302.91727157835663,2174.472915537246
322,1.0,0.4,110,0.05,xgboost,394.4686470363158,13.930606788151923,187.3390212078717,601.5982728647599,380.5380402481639,2731.6688069310385
323,1.0,0.4,110,0.05,mlp,155.35136030307203,13.930606788151923,45.0587563586801,265.64396424746394,141.4207535149201,1015.1801401443578
